GEOGROUP,POPULATION,Region,Country,UTM-X (huso 30),UTM-Y (huso 30),ALTITUDE,Region,Country,UTM-X (huso 30),UTM-Y (huso 30),ALTITUDE,ID_new,A6F03,,3pet,,NZPR1078,,ctg4363,,rptest1,,2669,,epi5,,gPp14,,epi3,
,Cuellar,Segovia,ESP,375892,4581486,,,,,,,CUE30,262,264,174,180,349,357,114,116,226,226,165,165,216,216,220,220,249,249
,Bayubas de Abajo,Soria,ESP,502793,4596896,998,Soria,ESP,502793,4596896,998,BAY1,262,262,182,190,349,357,116,116,226,226,161,165,0,0,220,229,249,249
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY2,266,270,182,182,347,357,112,114,226,232,163,165,216,216,220,220,251,257
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY3,264,264,174,186,349,349,114,114,223,226,165,165,216,216,229,229,249,251
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY4,262,270,0,0,349,349,114,118,226,232,165,167,216,216,220,220,249,249
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY5,266,270,182,182,349,349,118,120,226,229,165,181,0,0,220,220,251,251
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY7,262,266,166,186,349,349,118,120,223,232,163,163,216,216,0,0,0,0
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY9,262,262,174,174,349,357,114,120,226,232,165,165,202,216,220,220,249,249
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY10,258,264,174,176,349,349,114,114,226,232,0,0,216,216,220,220,0,0
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY11,262,270,178,182,347,349,118,122,226,232,165,165,216,216,0,0,0,0
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY12,266,266,176,182,347,357,116,120,229,232,161,163,216,216,220,220,0,0
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY13,262,266,174,182,349,349,114,118,232,232,165,165,0,0,220,220,249,251
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY14,264,266,176,182,357,357,116,120,226,226,165,165,216,216,220,220,239,251
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY15,258,266,174,188,347,349,114,118,226,226,163,165,216,216,220,220,249,251
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY16,262,266,0,0,0,0,114,114,0,0,165,177,0,0,220,220,0,0
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY17,262,262,174,182,347,349,120,120,226,232,0,0,216,216,220,220,249,249
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY18,264,266,176,186,349,349,114,116,226,226,0,0,0,0,220,220,249,249
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY20,262,262,178,182,349,349,116,120,226,232,167,167,216,216,220,220,251,251
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY21,262,262,176,186,347,357,116,120,226,226,161,165,216,216,220,220,249,251
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY23,258,264,176,186,349,357,112,118,223,226,163,165,0,0,220,220,0,0
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY24,262,262,176,186,347,357,114,118,226,226,161,165,202,216,220,220,249,251
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY25,262,262,176,182,347,347,114,114,226,232,165,167,0,0,220,220,239,251
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY26,258,266,172,184,347,357,114,114,226,232,163,165,0,0,0,0,0,0
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY27,258,264,174,176,347,355,116,116,226,226,165,167,208,216,220,220,251,251
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY28,262,262,182,186,347,349,114,114,226,232,0,0,0,0,220,220,249,251
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY29,262,266,176,180,357,357,116,120,226,229,165,165,216,216,220,229,251,251
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY30,258,258,174,182,349,349,116,116,226,226,165,177,216,216,220,220,251,251
,Bayubas de Abajo,Soria,ESP,502793,4596896,,,,,,,BAY31,266,266,182,188,349,357,116,116,226,232,161,165,216,216,220,220,239,251
,San Leonardo,Soria,ESP,494792,4631494,1096,Soria,ESP,494792,4631494,1096,SAL1,262,262,0,0,349,357,114,120,226,226,161,165,216,216,220,220,0,0
,San Leonardo,Soria,ESP,494792,4631494,,,,,,,SAL2,264,264,0,0,349,357,114,114,226,229,163,165,0,0,220,220,247,249
,San Leonardo,Soria,ESP,494792,4631494,,,,,,,SAL3,262,266,178,188,349,357,114,120,226,229,165,167,216,216,217,220,249,251
,San Leonardo,Soria,ESP,494792,4631494,,,,,,,SAL4,262,262,172,180,349,357,116,120,226,226,165,185,202,216,211,220,249,257
,San Leonardo,Soria,ESP,494792,4631494,,,,,,,SAL6,262,270,180,180,0,0,116,116,226,229,0,0,202,202,0,0,0,0
,San Leonardo,Soria,ESP,494792,4631494,,,,,,,SAL9,264,266,178,190,349,357,120,122,226,226,167,167,216,216,220,220,251,251
,San Leonardo,Soria,ESP,494792,4631494,,,,,,,SAL10,264,270,172,178,357,357,114,120,226,232,165,165,216,220,220,220,239,249
,San Leonardo,Soria,ESP,494792,4631494,,,,,,,SAL11,258,262,176,176,347,357,114,114,226,232,165,167,216,216,220,229,239,251
,San Leonardo,Soria,ESP,494792,4631494,,,,,,,SAL13,262,262,166,186,357,357,116,120,226,226,165,167,216,216,220,220,249,249
,San Leonardo,Soria,ESP,494792,4631494,,,,,,,SAL14,262,266,178,182,349,349,114,114,226,232,165,167,216,216,229,229,249,251
,San Leonardo,Soria,ESP,494792,4631494,,,,,,,SAL16,262,264,166,182,347,357,114,116,226,226,165,167,0,0,217,220,0,0
,San Leonardo,Soria,ESP,494792,4631494,,,,,,,SAL17,258,264,174,186,347,347,114,120,226,226,0,0,202,216,220,229,249,249
,San Leonardo,Soria,ESP,494792,4631494,,,,,,,SAL18,270,270,174,180,349,357,114,116,226,232,163,165,216,216,220,220,249,249
,San Leonardo,Soria,ESP,494792,4631494,,,,,,,SAL20,258,262,182,184,347,357,114,116,226,226,165,165,216,216,220,220,249,249
,San Leonardo,Soria,ESP,494792,4631494,,,,,,,SAL21,258,262,176,182,357,357,116,122,226,226,165,177,214,216,220,220,239,253
,San Leonardo,Soria,ESP,494792,4631494,,,,,,,SAL24,258,266,176,180,347,349,114,120,226,229,161,185,216,216,220,220,249,249
,San Leonardo,Soria,ESP,494792,4631494,,,,,,,SAL25,264,264,186,188,349,357,120,120,226,226,165,167,216,216,220,220,251,253
,San Leonardo,Soria,ESP,494792,4631494,,,,,,,SAL27,264,264,172,176,349,357,116,120,226,229,165,165,216,216,220,229,249,249
,San Leonardo,Soria,ESP,494792,4631494,,,,,,,SAL29,264,264,186,188,349,357,116,120,226,226,165,167,0,0,220,220,0,0
,San Leonardo,Soria,ESP,494792,4631494,,,,,,,SAL30,262,262,176,182,349,349,120,124,226,226,161,165,202,216,220,220,249,249
,Boniches,Cuenca,ESP,614350,4427125,1104,Cuenca,ESP,614350,4427125,1104,BON1,270,270,186,186,349,357,120,122,226,232,165,165,202,216,220,220,241,257
,Boniches,Cuenca,ESP,614350,4427125,,,,,,,BON2,262,270,172,184,349,349,116,120,226,232,163,165,216,216,220,220,249,249
,Boniches,Cuenca,ESP,614350,4427125,,,,,,,BON3,262,262,182,186,347,349,116,116,226,226,162,165,216,220,220,220,241,249
,Boniches,Cuenca,ESP,614350,4427125,,,,,,,BON4,264,264,168,168,347,349,114,116,229,229,165,165,216,216,220,220,249,249
,Boniches,Cuenca,ESP,614350,4427125,,,,,,,BON5,262,262,166,180,347,349,114,114,223,226,165,165,214,216,217,220,247,253
,Boniches,Cuenca,ESP,614350,4427125,,,,,,,BON7,0,0,0,0,349,349,114,116,229,232,0,0,0,0,220,220,0,0
,Boniches,Cuenca,ESP,614350,4427125,,,,,,,BON8,262,266,166,176,349,349,114,116,226,226,163,165,202,216,220,220,249,251
,Boniches,Cuenca,ESP,614350,4427125,,,,,,,BON9,262,264,180,182,347,349,116,120,226,232,163,165,216,216,220,220,249,249
,Boniches,Cuenca,ESP,614350,4427125,,,,,,,BON11,258,270,178,182,347,349,114,116,223,226,165,165,202,216,220,220,239,253
,Boniches,Cuenca,ESP,614350,4427125,,,,,,,BON13,270,270,166,180,349,349,114,120,223,229,163,165,216,216,220,220,249,249
,Boniches,Cuenca,ESP,614350,4427125,,,,,,,BON15,262,270,166,182,349,349,114,116,226,229,165,165,216,216,220,220,249,251
,Olba,Teruel,ESP,702408,4449779,1002,Teruel,ESP,702408,4449779,1002,OLB0,262,264,166,182,347,357,114,116,226,229,165,165,216,216,220,229,249,249
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB23,258,262,180,180,347,349,114,120,229,232,165,165,216,216,220,220,243,251
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB27,262,270,0,0,347,349,114,114,223,226,165,165,216,216,220,220,249,251
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB35,258,258,166,174,347,357,116,120,226,226,165,165,216,216,220,229,239,249
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB40,262,262,174,180,347,357,116,122,223,229,165,165,216,216,220,220,251,251
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB48,262,262,174,178,347,347,114,120,226,229,0,0,0,0,0,0,0,0
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB49,262,270,174,176,349,349,116,118,232,232,161,161,208,216,220,220,249,251
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB52,258,262,180,180,347,347,114,114,226,226,163,165,216,216,220,220,251,251
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB54,264,270,166,182,0,0,114,116,0,0,165,165,216,216,220,220,249,249
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB59,262,264,166,174,345,349,114,118,229,232,163,165,216,216,0,0,239,251
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB66,262,268,178,180,349,349,114,120,232,232,163,165,216,216,220,220,0,0
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB72,258,262,174,182,349,357,114,122,229,229,161,165,216,216,220,229,249,251
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB73,262,270,180,182,349,349,114,114,226,226,165,165,202,216,220,220,249,253
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB75,262,270,166,176,349,357,114,120,229,229,163,165,216,216,220,220,239,253
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB78,258,266,174,174,357,357,114,116,226,232,161,165,216,216,220,220,241,241
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB82,266,266,180,186,349,357,114,114,229,229,165,177,216,216,220,220,249,251
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB84,262,270,0,0,0,0,114,120,226,226,163,165,208,216,220,220,249,251
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB87,262,262,174,176,349,349,114,116,226,229,165,165,216,216,0,0,249,249
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB90,258,262,166,174,347,349,114,116,226,226,163,165,216,216,220,229,249,249
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB91,258,258,166,174,349,349,114,114,223,229,165,165,202,216,220,220,251,251
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB92,258,270,180,190,347,357,114,114,226,226,163,165,216,216,220,220,239,251
,Olba,Teruel,ESP,702408,4449779,,,,,,,OLB94,262,266,166,174,0,0,116,118,226,232,165,165,216,216,220,220,241,249
,Sinarcas,Valencia,ESP,,,,Valencia,ESP,653853,4406168,882,SIN1,258,262,0,0,349,349,114,116,223,226,163,163,216,216,220,220,239,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN2,266,266,0,0,349,357,114,120,223,226,163,167,202,216,220,220,249,259
,Sinarcas,Valencia,ESP,,,,,,,,,SIN3,258,258,0,0,347,349,114,114,223,226,163,165,216,216,220,220,249,251
,Sinarcas,Valencia,ESP,,,,,,,,,SIN4,262,262,0,0,349,349,120,122,226,232,165,165,0,0,220,220,0,0
,Sinarcas,Valencia,ESP,,,,,,,,,SIN5,262,270,0,0,345,349,114,118,226,226,163,165,216,216,220,229,249,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN6,262,266,0,0,347,347,114,114,226,232,161,163,216,216,220,229,239,241
,Sinarcas,Valencia,ESP,,,,,,,,,SIN7,264,264,0,0,347,347,114,120,223,232,163,165,216,216,220,229,251,253
,Sinarcas,Valencia,ESP,,,,,,,,,SIN8,262,262,0,0,347,357,116,120,226,229,163,165,216,216,220,220,239,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN9,262,270,0,0,349,349,114,116,223,226,163,165,216,216,220,220,247,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN10,262,266,0,0,347,357,114,114,229,229,163,163,216,216,220,220,247,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN11,258,270,0,0,347,357,118,118,226,226,165,165,216,216,220,229,253,253
,Sinarcas,Valencia,ESP,,,,,,,,,SIN12,258,258,0,0,347,349,114,116,223,229,163,165,202,216,220,220,249,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN13,258,262,0,0,347,349,114,116,226,232,161,165,216,216,220,229,249,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN14,258,266,0,0,349,349,114,120,229,229,163,165,216,216,220,220,249,251
,Sinarcas,Valencia,ESP,,,,,,,,,SIN15,258,262,0,0,349,349,108,114,223,229,165,165,216,216,220,220,239,251
,Sinarcas,Valencia,ESP,,,,,,,,,SIN16,258,270,0,0,349,349,116,116,226,226,163,165,216,216,220,220,239,251
,Sinarcas,Valencia,ESP,,,,,,,,,SIN17,270,270,0,0,347,349,116,116,226,232,163,165,216,216,220,220,249,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN18,264,270,0,0,347,357,114,120,229,229,165,165,202,216,217,220,239,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN19,264,266,0,0,349,357,108,120,223,229,165,165,216,216,220,220,249,251
,Sinarcas,Valencia,ESP,,,,,,,,,SIN20,262,262,0,0,349,357,116,116,226,226,165,165,214,216,220,220,239,247
,Sinarcas,Valencia,ESP,,,,,,,,,SIN21,262,262,0,0,349,349,114,114,226,226,163,165,216,216,220,220,249,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN22,262,264,0,0,349,357,114,114,226,232,163,163,214,214,220,220,251,251
,Sinarcas,Valencia,ESP,,,,,,,,,SIN23,262,262,0,0,347,349,114,116,223,232,163,165,216,216,220,220,247,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN24,262,262,0,0,349,349,108,114,226,229,163,163,216,216,217,220,249,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN25,262,272,0,0,347,357,114,116,229,232,163,165,208,216,220,220,249,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN26,264,264,0,0,347,357,114,116,226,229,163,163,216,216,220,220,251,253
,Sinarcas,Valencia,ESP,,,,,,,,,SIN27,262,270,0,0,349,357,114,120,226,226,163,165,202,216,220,229,239,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN28,264,270,0,0,347,349,114,120,229,232,163,163,202,216,220,220,247,255
,Sinarcas,Valencia,ESP,,,,,,,,,SIN29,258,262,0,0,349,349,116,120,223,226,163,165,216,216,220,220,251,251
,Sinarcas,Valencia,ESP,,,,,,,,,SIN30,258,266,0,0,349,357,120,122,229,232,163,163,216,216,220,220,247,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN31,264,270,0,0,347,349,116,120,223,232,161,165,216,216,220,220,249,251
,Sinarcas,Valencia,ESP,,,,,,,,,SIN32,262,262,0,0,349,349,114,116,223,232,163,163,0,0,220,220,249,253
,Sinarcas,Valencia,ESP,,,,,,,,,SIN33,264,270,0,0,349,349,114,116,226,226,163,165,216,216,220,220,249,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN34,262,270,0,0,347,357,114,114,226,229,163,165,208,216,220,220,253,253
,Sinarcas,Valencia,ESP,,,,,,,,,SIN35,262,262,0,0,0,0,114,116,226,226,161,161,216,216,220,220,243,253
,Sinarcas,Valencia,ESP,,,,,,,,,SIN36,258,262,0,0,349,349,114,120,223,226,163,163,216,218,220,220,249,251
,Sinarcas,Valencia,ESP,,,,,,,,,SIN37,258,270,0,0,0,0,114,120,226,229,163,165,202,220,220,220,249,251
,Sinarcas,Valencia,ESP,,,,,,,,,SIN38,262,262,0,0,349,357,120,120,226,229,165,165,216,216,220,220,249,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN39,258,262,0,0,349,357,114,118,232,232,0,0,216,216,0,0,249,251
,Sinarcas,Valencia,ESP,,,,,,,,,SIN40,262,270,0,0,347,349,108,114,223,229,165,165,216,216,220,220,249,251
,Sinarcas,Valencia,ESP,,,,,,,,,SIN41,262,270,0,0,349,357,108,114,223,226,165,165,216,216,217,220,249,253
,Sinarcas,Valencia,ESP,,,,,,,,,SIN42,264,270,0,0,347,349,114,116,226,232,165,165,216,216,220,220,239,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN43,262,262,0,0,349,349,114,116,226,226,163,163,214,216,220,220,249,251
,Sinarcas,Valencia,ESP,,,,,,,,,SIN44,262,266,0,0,347,357,116,116,226,229,163,165,202,216,220,220,249,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN45,262,270,0,0,347,357,118,118,226,232,163,163,216,216,220,220,239,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN46,262,270,0,0,347,347,116,116,226,232,163,165,202,202,220,220,249,251
,Sinarcas,Valencia,ESP,,,,,,,,,SIN47,264,270,0,0,347,349,114,122,223,232,165,165,216,216,220,220,249,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN48,258,262,0,0,345,347,116,116,226,232,165,165,216,216,220,220,239,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN49,266,266,0,0,345,357,116,120,226,226,161,165,216,216,220,220,249,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN50,258,258,0,0,349,357,116,116,223,229,163,165,208,216,220,220,239,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN51,262,262,0,0,0,0,114,120,223,229,163,163,216,216,217,220,249,251
,Sinarcas,Valencia,ESP,,,,,,,,,SIN52,262,270,0,0,349,349,116,116,223,226,163,165,216,216,220,220,249,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN53,262,262,0,0,349,349,116,116,229,232,165,165,216,216,220,229,249,253
,Sinarcas,Valencia,ESP,,,,,,,,,SIN54,0,0,0,0,349,349,116,122,226,232,163,163,0,0,220,229,0,0
,Sinarcas,Valencia,ESP,,,,,,,,,SIN55,258,270,0,0,349,349,114,116,226,232,163,163,208,216,220,220,247,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN56,262,266,0,0,349,349,114,116,229,232,163,165,202,216,220,220,239,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN57,262,266,0,0,349,357,114,114,226,232,161,165,216,216,220,220,251,251
,Sinarcas,Valencia,ESP,,,,,,,,,SIN58,252,270,0,0,347,347,116,120,223,232,163,165,216,216,220,220,251,253
,Sinarcas,Valencia,ESP,,,,,,,,,SIN59,262,266,0,0,0,0,116,120,226,226,163,163,208,216,220,220,251,253
,Sinarcas,Valencia,ESP,,,,,,,,,SIN60,262,264,0,0,349,349,116,120,232,232,163,163,216,218,220,220,239,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN61,262,266,0,0,349,357,116,120,226,226,163,165,214,216,220,220,247,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN62,262,262,0,0,349,349,120,120,226,226,165,165,216,216,220,220,249,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN63,262,262,0,0,347,349,114,116,226,232,163,167,216,216,220,229,249,253
,Sinarcas,Valencia,ESP,,,,,,,,,SIN64,252,258,0,0,347,349,120,120,226,232,165,165,216,216,220,220,249,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN65,262,262,0,0,347,347,114,124,226,232,167,167,202,216,220,220,249,251
,Sinarcas,Valencia,ESP,,,,,,,,,SIN66,262,266,0,0,0,0,114,120,229,229,165,165,216,216,220,229,249,249
,Sinarcas,Valencia,ESP,,,,,,,,,SIN67,264,270,0,0,349,349,116,120,223,226,163,165,208,216,220,220,249,249
,Sierra Calderona,Valencia,ESP,,,,Valencia,ESP,714593,4402962,1277,CAL1,262,266,0,0,349,357,114,122,226,226,165,165,216,216,220,220,247,249
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL2,258,262,0,0,349,349,114,116,226,232,161,163,216,216,220,220,241,249
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL3,260,270,0,0,357,357,114,116,226,229,165,165,216,216,220,220,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL4,262,266,0,0,349,357,114,116,223,229,163,163,216,216,220,220,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL5,262,266,0,0,349,349,114,116,226,226,165,165,216,216,220,220,241,253
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL6,262,266,0,0,349,349,114,116,223,226,163,165,216,216,220,220,248,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL7,0,0,0,0,347,357,114,116,226,226,163,165,0,0,220,220,0,0
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL8,262,270,0,0,349,357,114,120,226,232,165,165,216,216,220,220,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL9,262,262,0,0,347,349,116,120,226,229,165,165,202,216,211,220,251,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL10,266,266,0,0,357,357,114,120,226,226,163,165,216,216,220,220,247,249
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL11,258,262,0,0,0,0,116,120,226,229,0,0,208,216,0,0,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL12,258,262,0,0,349,349,114,120,226,229,165,165,216,216,220,220,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL13,258,262,0,0,349,357,114,116,223,226,161,163,216,216,220,220,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL14,258,258,0,0,347,349,116,116,229,229,165,165,216,216,220,220,251,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL15,258,266,0,0,349,349,114,120,226,226,165,165,202,216,220,220,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL16,262,262,0,0,349,357,116,120,226,226,163,165,216,216,220,220,249,249
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL17,262,264,0,0,349,349,114,116,226,229,165,165,216,216,217,220,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL18,262,262,0,0,349,357,114,116,226,226,0,0,208,216,0,0,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL19,262,262,0,0,349,357,116,116,223,232,0,0,216,216,0,0,249,249
