GEOGROUP,POPULATION,Region,Country,UTM-X (huso 30),UTM-Y (huso 30),ALTITUDE,Region,Country,UTM-X (huso 30),UTM-Y (huso 30),ALTITUDE,ID_new,A6F03,,3pet,,NZPR1078,,ctg4363,,rptest1,,2669,,epi5,,gPp14,,epi3,
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL20,262,264,0,0,349,349,114,116,226,232,165,165,216,216,220,220,241,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL21,262,266,0,0,347,349,118,120,223,226,163,165,208,216,220,220,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL22,258,262,0,0,349,357,114,114,226,229,165,167,202,216,220,220,249,249
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL23,264,270,0,0,349,357,114,116,229,232,165,165,202,216,220,220,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL24,262,264,0,0,349,349,114,116,226,226,165,165,216,216,220,220,251,255
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL25,258,270,0,0,349,357,116,120,226,229,163,165,202,208,220,220,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL26,258,262,0,0,349,349,120,120,226,226,163,163,216,216,220,220,239,249
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL27,258,262,0,0,349,357,114,114,226,226,0,0,216,216,0,0,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL28,262,270,0,0,349,349,116,116,226,226,161,165,216,216,220,220,249,249
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL29,262,264,0,0,349,357,116,116,226,226,163,165,216,220,220,220,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL30,258,270,0,0,349,357,114,116,223,226,163,165,216,216,217,220,0,0
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL31,262,266,0,0,349,349,114,120,223,226,163,165,216,216,220,220,239,249
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL32,262,264,0,0,357,357,114,120,226,226,165,165,216,216,220,220,241,249
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL33,258,266,0,0,347,347,114,120,226,226,161,163,202,216,220,220,239,249
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL34,258,262,0,0,357,357,114,120,226,226,165,165,216,216,217,220,251,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL35,262,266,0,0,0,0,114,120,226,229,165,165,210,216,220,220,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL36,262,270,0,0,349,357,114,118,226,226,165,165,208,216,220,220,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL37,262,262,0,0,349,349,114,114,226,226,163,167,216,216,217,220,251,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL38,262,264,0,0,349,357,116,116,226,232,163,165,216,216,220,220,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL39,264,264,0,0,357,357,0,0,223,229,165,165,216,216,220,220,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL40,0,0,0,0,349,357,114,120,226,229,165,165,216,216,220,220,239,249
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL41,258,262,0,0,349,349,114,114,223,229,165,165,216,216,220,220,249,249
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL42,258,270,0,0,347,357,114,116,226,226,165,165,0,0,220,220,241,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL43,264,266,0,0,349,349,114,114,226,229,165,165,202,216,220,220,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL44,262,262,0,0,347,349,114,114,226,226,163,163,216,216,220,220,249,249
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL45,258,270,0,0,357,357,116,116,226,229,163,165,202,216,220,220,243,253
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL46,262,262,0,0,357,357,114,114,226,229,165,165,216,216,220,220,251,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL47,266,266,0,0,347,349,114,120,226,229,165,167,208,216,220,220,249,257
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL48,262,264,0,0,349,357,114,114,226,226,163,163,216,220,220,220,249,253
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL49,262,264,0,0,0,0,114,120,226,226,163,165,216,216,220,220,251,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL50,262,262,0,0,349,357,116,116,226,229,165,165,216,216,220,229,251,253
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL51,262,262,0,0,349,349,114,120,223,226,161,165,216,216,220,220,239,253
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL52,262,270,0,0,349,357,120,122,226,229,165,165,216,216,220,220,241,249
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL53,262,270,0,0,349,349,114,122,226,226,161,165,216,216,220,220,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL54,262,264,0,0,357,357,116,120,223,232,165,165,208,216,220,220,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL55,258,270,0,0,349,349,114,122,223,229,165,165,216,216,220,220,251,253
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL56,258,264,0,0,349,357,114,116,223,229,165,165,208,216,211,220,241,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL57,260,266,0,0,357,357,116,122,226,226,161,165,216,216,220,220,251,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL58,262,262,0,0,0,0,116,120,226,229,0,0,216,216,0,0,239,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL59,262,264,0,0,349,349,108,108,226,226,161,167,216,216,220,220,249,249
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL60,264,264,0,0,357,357,116,116,226,226,163,165,216,216,220,220,251,253
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL61,262,262,0,0,357,357,114,116,226,232,163,165,216,216,220,220,249,249
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL62,0,0,0,0,349,357,108,114,226,226,165,165,216,216,217,220,0,0
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL63,264,266,0,0,349,349,114,116,226,232,163,163,202,216,220,220,241,241
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL64,262,262,0,0,349,349,114,116,226,226,165,165,202,216,220,220,249,249
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL65,262,264,0,0,357,357,114,114,226,232,161,165,216,216,220,220,249,253
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL66,262,266,0,0,349,357,114,114,226,232,165,165,210,216,220,220,249,251
,Sierra Calderona,Valencia,ESP,,,,,,,,,CAL67,258,262,0,0,349,357,116,120,229,229,165,165,216,216,220,220,247,249
,Quatretonda,Valencia,ESP,728821,4317021,435,Valencia,ESP,728821,4317021,435,QUA5,262,262,0,0,349,357,118,120,226,229,165,165,216,216,220,229,239,241
,Quatretonda,Valencia,ESP,728821,4317021,435,,,,,,QUA17,262,270,0,0,347,347,118,118,226,226,165,177,202,216,220,220,239,249
,Quatretonda,Valencia,ESP,728821,4317021,435,,,,,,QUA33,262,262,0,0,349,357,118,118,226,226,161,165,216,216,229,229,251,255
,Quatretonda,Valencia,ESP,728821,4317021,435,,,,,,QUA34,262,262,0,0,347,349,114,114,223,226,165,165,216,216,217,220,239,241
,Quatretonda,Valencia,ESP,728821,4317021,435,,,,,,QUA53,262,262,0,0,349,349,114,118,229,229,0,0,0,0,0,0,0,0
,Quatretonda,Valencia,ESP,728821,4317021,435,,,,,,QUA56,258,270,0,0,349,349,116,116,226,226,163,165,208,216,220,220,239,241
,Quatretonda,Valencia,ESP,728821,4317021,435,,,,,,QUA58,0,0,0,0,349,357,114,118,226,229,163,165,216,216,217,229,239,253
,Quatretonda,Valencia,ESP,728821,4317021,435,,,,,,QUA61,258,262,0,0,349,349,114,116,226,229,163,165,216,216,217,220,239,249
,Quatretonda,Valencia,ESP,728821,4317021,435,,,,,,QUA62,258,258,0,0,349,349,114,116,223,226,165,165,216,216,217,220,239,251
,Quatretonda,Valencia,ESP,728821,4317021,435,,,,,,QUA63,266,266,0,0,349,357,114,116,226,232,169,177,216,216,0,0,239,241
,Quatretonda,Valencia,ESP,728821,4317021,435,,,,,,QUA65,266,266,0,0,347,349,116,118,223,229,0,0,216,216,220,229,239,249
,Quatretonda,Valencia,ESP,728821,4317021,435,,,,,,QUA76,262,262,0,0,0,0,116,118,226,226,165,177,202,216,220,220,0,0
,Quatretonda,Valencia,ESP,728821,4317021,435,,,,,,QUA82,262,262,174,182,349,357,116,118,226,232,165,165,210,210,217,220,239,255
,Quatretonda,Valencia,ESP,728821,4317021,435,,,,,,QUA83,262,266,184,188,347,349,114,118,223,226,161,161,216,216,220,220,239,249
,Quatretonda,Valencia,ESP,728821,4317021,435,,,,,,QUA84,262,262,182,188,349,357,114,118,223,226,163,165,216,216,220,220,239,239
,Quatretonda,Valencia,ESP,728821,4317021,435,,,,,,QUA85,266,266,176,178,347,349,114,120,226,226,163,165,216,216,220,220,249,251
,Quatretonda,Valencia,ESP,728821,4317021,435,,,,,,QUA86,258,262,184,188,349,357,114,120,226,226,165,165,216,216,220,220,239,251
,Quatretonda,Valencia,ESP,728821,4317021,435,,,,,,QUA87,258,262,174,180,0,0,118,120,226,229,165,165,216,216,0,0,0,0
,Quatretonda,Valencia,ESP,728821,4317021,435,,,,,,QUA88,262,266,174,174,345,349,114,118,223,223,161,161,216,216,220,229,239,251
,Quatretonda,Valencia,ESP,728821,4317021,435,,,,,,QUA95,270,270,174,174,0,0,114,116,226,232,163,169,216,216,217,220,239,253
,Cazorla ,Jaén,ESP,506525,4196975,1100,,,,,,CAZ1,262,262,166,174,349,349,116,116,232,232,163,165,216,216,220,229,241,253
,Cazorla ,Jaén,ESP,506525,4196975,1100,,,,,,CAZ2,0,0,172,178,349,357,116,116,226,226,165,165,216,216,220,220,0,0
,Cazorla ,Jaén,ESP,506525,4196975,1100,,,,,,CAZ3,264,266,182,182,345,349,114,116,226,229,161,165,202,208,220,220,241,249
,Cazorla ,Jaén,ESP,506525,4196975,1100,,,,,,CAZ4,262,264,180,182,347,349,114,114,232,232,163,165,216,216,217,220,247,249
,Cazorla ,Jaén,ESP,506525,4196975,1100,,,,,,CAZ5,258,258,182,182,345,349,116,116,223,232,161,165,202,216,220,220,249,251
,Cazorla ,Jaén,ESP,506525,4196975,1100,,,,,,CAZ6,270,270,174,182,349,349,116,120,229,232,163,165,216,216,220,220,249,253
,Cazorla ,Jaén,ESP,506525,4196975,1100,,,,,,CAZ7,0,0,0,0,349,349,116,120,0,0,163,165,216,216,220,220,249,253
,Cazorla ,Jaén,ESP,506525,4196975,1100,,,,,,CAZ8,0,0,0,0,345,349,116,116,223,226,161,165,216,216,220,220,247,257
,Cazorla ,Jaén,ESP,506525,4196975,1100,,,,,,CAZ9,262,272,182,188,347,357,114,114,226,229,163,165,202,208,217,220,0,0
,Cazorla ,Jaén,ESP,506525,4196975,1100,,,,,,CAZ10,0,0,176,188,357,357,114,116,226,232,161,163,216,216,220,229,239,251
,Cazorla ,Jaén,ESP,506525,4196975,1100,,,,,,CAZ11,264,264,166,174,347,349,116,120,223,229,163,163,202,202,220,220,249,251
,Cazorla ,Jaén,ESP,506525,4196975,1100,,,,,,CAZ12,264,264,174,174,347,349,114,118,223,226,163,165,208,208,220,220,239,255
,Cazorla ,Jaén,ESP,506525,4196975,1100,,,,,,CAZ13,262,262,180,182,0,0,114,114,229,232,161,165,216,216,220,220,251,253
,Cazorla ,Jaén,ESP,506525,4196975,1100,,,,,,CAZ14,0,0,0,0,0,0,114,114,223,229,161,163,210,210,217,220,0,0
,Cazorla ,Jaén,ESP,506525,4196975,1100,Almería,ESP,557332,4154065,1223,CAZ15,262,264,166,174,349,357,108,114,0,0,161,165,216,216,220,220,253,255
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI1,262,262,0,0,357,357,114,114,223,223,163,163,208,216,217,229,0,0
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI2,262,262,0,0,347,349,114,116,223,223,163,165,208,214,220,220,241,249
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI3,262,262,0,0,357,357,114,116,223,223,163,163,202,216,217,229,241,251
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI5,262,262,0,0,357,357,114,120,223,226,163,165,216,216,220,229,239,241
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI6,262,262,0,0,357,357,114,120,223,226,163,165,216,216,220,229,239,241
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI7,262,266,0,0,357,357,114,120,223,226,165,165,202,216,220,229,249,259
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI9,262,264,0,0,357,357,114,116,223,223,163,165,216,216,217,220,241,241
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI10,262,266,0,0,357,357,114,120,226,229,163,165,208,216,220,229,241,259
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI11,262,262,0,0,359,357,114,116,223,226,163,163,208,214,217,217,239,241
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI12,0,0,0,0,349,349,114,116,226,229,163,165,202,216,217,220,241,241
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI13,258,262,0,0,347,349,114,120,223,229,163,177,216,220,220,229,239,251
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI14,262,262,0,0,347,357,114,114,226,229,165,165,216,216,220,220,249,251
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI15,266,266,0,0,357,357,116,120,226,226,161,165,208,208,217,220,249,251
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI16,262,264,0,0,349,349,114,114,223,226,163,165,216,216,229,229,249,251
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI17,262,262,0,0,357,357,114,116,223,223,161,163,202,202,0,0,241,247
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI18,262,262,0,0,347,349,114,114,223,226,161,163,208,216,217,229,249,251
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI19,262,262,0,0,347,347,114,114,223,226,161,163,216,216,220,220,247,253
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI20,262,262,0,0,357,357,114,120,223,226,165,165,202,208,220,229,239,253
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI21,258,262,0,0,0,0,114,124,223,232,165,165,202,208,220,220,239,251
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI22,264,266,0,0,347,357,114,116,223,223,163,165,216,216,220,220,253,259
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI23,262,266,0,0,347,349,114,116,226,229,163,165,216,216,220,229,251,251
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI24,262,262,0,0,345,357,114,114,0,0,165,165,202,216,217,229,241,259
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI25,262,270,0,0,349,349,114,114,223,232,161,163,208,208,217,220,241,251
,Oria,Almería,ESP,557332,4154065,1223,Middle Atlas,MOR,312873.56,3719686.423,1758,ORI26,262,266,0,0,357,357,114,114,226,232,165,165,216,216,220,229,241,251
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI27,262,262,0,0,349,357,116,116,223,223,163,163,208,216,220,229,239,259
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI28,262,262,0,0,349,357,114,116,223,232,163,177,202,208,220,220,241,253
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI29,262,262,0,0,349,357,116,116,223,223,163,165,208,216,229,229,249,249
,Oria,Almería,ESP,557332,4154065,1223,,,,,,ORI30,262,264,0,0,347,357,116,120,223,232,163,177,208,220,217,229,239,251
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM1,272,272,180,200,357,357,114,120,226,232,161,165,216,216,217,217,241,249
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM2,0,0,172,200,357,357,108,108,223,226,163,165,216,216,220,220,241,249
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM4,264,272,180,200,357,357,114,114,223,223,161,163,0,0,217,220,241,241
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM5,270,272,180,182,357,357,114,120,223,223,163,163,208,216,220,220,249,249
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM6,0,0,180,180,347,357,120,122,223,226,161,161,214,216,220,229,249,249
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM7,262,270,172,180,349,357,108,122,226,226,163,163,216,216,220,229,239,241
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM8,262,272,182,202,357,357,108,122,226,226,163,163,216,216,229,229,241,249
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM9,272,272,174,180,0,0,108,120,226,226,161,163,214,216,217,217,241,241
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM11,262,272,0,0,0,0,108,108,223,226,163,163,208,216,217,217,0,0
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM13,270,272,180,186,349,357,108,108,223,226,163,163,216,216,217,220,241,249
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM14,0,0,180,182,357,357,114,122,223,226,163,163,208,216,217,217,239,241
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM15,272,272,180,180,357,357,108,114,223,223,163,165,208,216,229,229,241,241
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM16,262,272,180,180,349,357,108,108,223,223,161,163,216,216,217,217,241,241
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM17,272,272,174,180,349,357,120,122,226,229,161,163,208,208,217,217,241,249
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM18,262,272,180,200,349,357,108,114,223,223,161,163,214,216,217,220,241,241
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM19,262,272,172,172,357,357,108,108,223,223,163,163,208,208,217,217,249,249
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM20,272,272,170,202,357,357,108,120,223,226,163,163,208,216,217,229,241,249
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM21,270,272,180,180,357,357,114,120,223,223,163,163,208,216,217,217,239,241
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,TU,1543966,4154946,121,TAM22,262,272,180,180,357,357,120,122,223,229,163,163,208,216,220,220,0,0
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM23,272,272,180,202,357,357,108,120,223,229,163,163,216,216,217,217,241,249
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM24,0,0,180,188,349,357,114,120,226,229,163,163,212,214,217,217,0,0
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM25,270,272,180,180,357,357,108,114,223,226,163,163,208,208,220,220,241,241
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM26,268,272,172,200,349,357,108,108,223,226,163,163,208,216,217,229,241,249
,Tamrabta,Middle Atlas,MOR,312873.56,3719686.423,1758,,,,,,TAM27,270,270,170,200,357,357,108,108,223,226,163,165,208,216,220,220,0,0
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK1,262,262,174,178,349,357,114,122,226,226,165,165,216,216,220,220,249,253
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK2,262,266,166,180,349,357,116,116,229,232,165,165,216,216,220,220,239,253
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK3,258,270,174,186,349,349,114,114,226,229,165,165,216,216,220,229,249,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK4,260,270,166,166,349,349,114,116,223,226,165,165,216,216,220,220,251,253
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK5,264,266,176,186,349,357,114,116,226,229,165,165,216,216,220,229,251,259
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK6,258,264,166,186,349,349,114,114,226,229,161,163,216,216,220,229,239,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK7,0,0,174,184,349,349,114,116,229,232,163,165,0,0,220,229,239,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK8,262,264,174,186,349,349,114,114,229,232,163,165,216,216,220,220,251,253
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK9,262,262,166,184,349,357,114,116,226,232,165,165,216,216,0,0,251,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK10,262,264,166,172,349,349,114,116,226,229,161,165,216,216,220,220,251,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK11,0,0,0,0,0,0,114,116,0,0,163,177,216,216,220,220,251,253
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK12,264,266,166,184,349,357,116,122,226,226,165,165,216,216,220,220,251,253
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK13,258,266,180,182,349,349,114,116,226,226,165,165,0,0,220,229,249,249
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK14,262,262,180,186,349,357,114,114,226,232,163,177,216,220,220,220,251,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK15,262,262,182,182,349,357,116,116,226,226,163,165,216,216,217,220,249,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK16,262,262,166,178,349,349,114,116,226,229,163,165,0,0,220,220,251,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK17,262,266,0,0,349,357,116,120,226,229,161,177,0,0,220,220,249,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK18,262,262,166,174,349,349,116,122,229,232,163,165,216,216,220,220,251,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK19,270,270,174,174,349,349,114,114,226,226,165,165,216,216,220,220,251,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK20,0,0,0,0,349,349,114,116,226,232,163,177,216,216,220,220,249,259
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK21,262,266,182,188,349,357,114,122,226,229,161,163,216,216,220,220,249,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK22,262,264,178,180,349,349,114,116,226,229,161,163,216,216,0,0,239,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK23,262,262,166,174,357,357,114,122,229,229,163,165,216,216,229,229,249,249
